Timestamp, CPU Usage (%), Memory Usage (MB), Bytes Sent (MB), Bytes Received (MB), Sent Rate (MB/s), Receive Rate (MB/s)
2024-06-26 15:50:04,1.2,5645.78,56683.63,449537.53,0.00,0.00
2024-06-26 15:50:05,1.1,5646.29,56683.63,449537.53,0.00,0.00
2024-06-26 15:50:06,1.8,5646.32,56683.63,449537.53,0.00,0.00
2024-06-26 15:50:07,1.4,5645.82,56683.63,449537.53,0.00,0.00
2024-06-26 15:50:08,1.5,5646.32,56683.63,449537.53,0.00,0.00
2024-06-26 15:50:09,1.5,5646.34,56683.63,449537.53,0.00,0.00
2024-06-26 15:50:10,1.7,5645.85,56683.63,449537.53,0.00,0.00
2024-06-26 15:50:11,1.2,5646.39,56683.64,449537.53,0.00,0.00
2024-06-26 15:50:12,1.3,5646.39,56683.64,449537.53,0.00,0.00
2024-06-26 15:50:13,1.6,5645.55,56683.64,449537.54,0.00,0.00
2024-06-26 15:50:14,1.1,5646.17,56683.64,449537.54,0.00,0.00
2024-06-26 15:50:15,1.2,5646.18,56683.64,449537.54,0.00,0.00
2024-06-26 15:50:16,2.2,5645.67,56683.64,449537.54,0.00,0.00
2024-06-26 15:50:17,1.2,5646.18,56683.64,449537.54,0.00,0.00
2024-06-26 15:50:18,1.3,5646.19,56683.64,449537.54,0.00,0.00
2024-06-26 15:50:19,2.9,5646.76,56683.65,449537.59,0.00,0.05
2024-06-26 15:50:20,2.6,5654.00,56683.65,449537.59,0.00,0.00
2024-06-26 15:50:21,1.7,5653.33,56683.65,449537.59,0.00,0.00
2024-06-26 15:50:22,1.2,5648.98,56683.65,449537.59,0.00,0.00
2024-06-26 15:50:23,1.7,5649.27,56683.65,449537.60,0.00,0.00
2024-06-26 15:50:24,1.4,5649.49,56683.65,449537.60,0.00,0.00
2024-06-26 15:50:25,1.4,5648.98,56683.65,449537.60,0.00,0.00
2024-06-26 15:50:26,1.9,5649.54,56683.65,449537.60,0.00,0.00
2024-06-26 15:50:27,1.2,5649.56,56683.65,449537.60,0.00,0.00
2024-06-26 15:50:28,1.1,5649.08,56683.66,449537.65,0.00,0.05
2024-06-26 15:50:29,2.0,5650.42,56683.66,449537.65,0.00,0.00
2024-06-26 15:50:30,1.5,5650.64,56683.66,449537.65,0.00,0.00
2024-06-26 15:50:31,1.4,5649.40,56683.66,449537.65,0.00,0.00
2024-06-26 15:50:32,1.4,5649.91,56683.66,449537.65,0.00,0.00
2024-06-26 15:50:33,1.9,5649.92,56683.66,449537.65,0.00,0.00
2024-06-26 15:50:34,1.3,5649.45,56683.66,449537.65,0.00,0.00
2024-06-26 15:50:35,1.6,5649.95,56683.66,449537.65,0.00,0.00
2024-06-26 15:50:36,1.5,5649.97,56683.66,449537.65,0.00,0.00
2024-06-26 15:50:37,1.1,5649.48,56683.66,449537.65,0.00,0.00
2024-06-26 15:50:38,1.0,5649.47,56683.67,449537.66,0.00,0.00
2024-06-26 15:50:39,1.7,5649.98,56683.67,449537.66,0.00,0.00
2024-06-26 15:50:40,1.6,5650.25,56683.67,449537.66,0.00,0.00
2024-06-26 15:50:41,1.9,5649.77,56683.67,449537.66,0.00,0.00
2024-06-26 15:50:42,2.0,5650.27,56683.67,449537.66,0.00,0.00
2024-06-26 15:50:43,3.0,5650.34,56683.67,449537.66,0.00,0.00
2024-06-26 15:50:44,1.7,5649.86,56683.67,449537.66,0.00,0.00
2024-06-26 15:50:45,1.6,5650.37,56683.67,449537.66,0.00,0.00
2024-06-26 15:50:46,1.8,5650.39,56683.67,449537.66,0.00,0.00
2024-06-26 15:50:47,1.6,5650.14,56683.67,449537.66,0.00,0.00
2024-06-26 15:50:48,15.8,5650.64,56683.68,449537.66,0.00,0.00
2024-06-26 15:50:49,4.1,5650.66,56683.68,449537.66,0.00,0.00
2024-06-26 15:50:50,3.1,5650.18,56683.68,449537.67,0.00,0.00
2024-06-26 15:50:51,3.6,5650.68,56683.68,449537.67,0.00,0.00
2024-06-26 15:50:52,3.6,5650.70,56683.68,449537.67,0.00,0.00
2024-06-26 15:50:53,3.4,5650.21,56683.68,449537.67,0.00,0.00
2024-06-26 15:50:54,1.6,5650.74,56683.68,449537.67,0.00,0.00
2024-06-26 15:50:55,1.1,5650.76,56683.68,449537.67,0.00,0.00
2024-06-26 15:50:56,1.6,5650.28,56683.68,449537.67,0.00,0.00
2024-06-26 15:50:57,1.2,5650.27,56683.68,449537.67,0.00,0.00
2024-06-26 15:50:58,1.5,5650.79,56683.68,449537.67,0.00,0.00
2024-06-26 15:50:59,2.7,5650.80,56683.69,449537.67,0.00,0.00
2024-06-26 15:51:00,1.7,5650.32,56683.69,449537.68,0.00,0.00
2024-06-26 15:51:01,1.7,5650.57,56683.69,449537.68,0.00,0.00
2024-06-26 15:51:02,2.3,5650.59,56683.69,449537.68,0.00,0.00
2024-06-26 15:51:04,1.8,5650.14,56683.69,449537.68,0.00,0.00
2024-06-26 15:51:05,1.5,5650.64,56683.69,449537.68,0.00,0.00
2024-06-26 15:51:06,1.9,5650.66,56683.69,449537.68,0.00,0.00
2024-06-26 15:51:07,1.4,5650.42,56683.69,449537.68,0.00,0.00
2024-06-26 15:51:08,1.5,5650.93,56683.69,449537.68,0.00,0.00
2024-06-26 15:51:09,1.8,5650.95,56683.69,449537.68,0.00,0.00
2024-06-26 15:51:10,1.5,5650.46,56683.69,449537.68,0.00,0.00
2024-06-26 15:51:11,1.6,5650.97,56683.69,449537.68,0.00,0.00
2024-06-26 15:51:12,1.9,5650.98,56683.70,449537.69,0.00,0.00
2024-06-26 15:51:13,2.0,5650.50,56683.70,449537.69,0.00,0.00
2024-06-26 15:51:14,1.8,5651.26,56683.70,449537.69,0.00,0.00
2024-06-26 15:51:15,1.8,5651.54,56683.70,449537.69,0.00,0.00
2024-06-26 15:51:16,1.6,5651.05,56683.70,449537.69,0.00,0.00
2024-06-26 15:51:17,15.2,5651.55,56683.70,449537.69,0.00,0.00
2024-06-26 15:51:18,4.1,5651.57,56683.70,449537.69,0.00,0.00
2024-06-26 15:51:19,3.6,5650.32,56683.70,449537.69,0.00,0.00
2024-06-26 15:51:20,3.8,5650.31,56683.70,449537.69,0.00,0.00
2024-06-26 15:51:21,3.2,5650.83,56683.70,449537.69,0.00,0.00
2024-06-26 15:51:22,3.8,5651.10,56683.71,449537.69,0.00,0.00
2024-06-26 15:51:23,2.4,5650.62,56683.71,449537.70,0.00,0.00
2024-06-26 15:51:24,1.1,5649.88,56683.71,449537.70,0.00,0.00
2024-06-26 15:51:25,1.7,5649.90,56683.71,449537.70,0.00,0.00
2024-06-26 15:51:26,1.4,5649.41,56683.71,449537.70,0.00,0.00
2024-06-26 15:51:27,1.1,5649.92,56683.71,449537.70,0.00,0.00
2024-06-26 15:51:28,2.1,5649.93,56683.71,449537.70,0.00,0.00
2024-06-26 15:51:29,1.1,5649.68,56683.71,449537.70,0.00,0.00
2024-06-26 15:51:30,1.6,5650.19,56683.71,449537.70,0.00,0.00
2024-06-26 15:51:31,1.2,5650.21,56683.71,449537.70,0.00,0.00
2024-06-26 15:51:32,1.5,5649.73,56683.71,449537.70,0.00,0.00
2024-06-26 15:51:33,1.2,5650.24,56683.72,449537.70,0.00,0.00
2024-06-26 15:51:34,1.4,5650.25,56683.72,449537.71,0.00,0.00
2024-06-26 15:51:35,1.3,5649.77,56683.72,449537.71,0.00,0.00
2024-06-26 15:51:36,1.2,5649.76,56683.72,449537.71,0.00,0.00
2024-06-26 15:51:37,1.1,5650.27,56683.72,449537.71,0.00,0.00
2024-06-26 15:51:38,2.6,5650.29,56683.72,449537.71,0.00,0.00
2024-06-26 15:51:39,1.4,5650.40,56683.72,449537.71,0.00,0.00
2024-06-26 15:51:40,1.7,5650.91,56683.72,449537.71,0.00,0.00
2024-06-26 15:51:41,2.0,5650.93,56683.72,449537.71,0.00,0.00
2024-06-26 15:51:42,1.3,5650.44,56683.72,449537.71,0.00,0.00
2024-06-26 15:51:43,1.5,5650.69,56683.72,449537.71,0.00,0.00
2024-06-26 15:51:44,1.7,5649.73,56683.73,449537.72,0.00,0.00
2024-06-26 15:51:45,4.1,5649.25,56683.73,449537.72,0.00,0.00
2024-06-26 15:51:46,2.4,5649.76,56683.73,449537.72,0.00,0.00
2024-06-26 15:51:47,1.8,5649.78,56683.73,449537.72,0.00,0.00
2024-06-26 15:51:48,4.5,5649.29,56683.73,449537.72,0.00,0.00
2024-06-26 15:51:49,3.9,5649.80,56683.73,449537.72,0.00,0.00
2024-06-26 15:51:50,5.9,5648.82,56683.73,449537.72,0.00,0.00
2024-06-26 15:51:51,4.1,5648.33,56683.73,449537.72,0.00,0.00
2024-06-26 15:51:52,2.6,5648.84,56683.73,449537.72,0.00,0.00
2024-06-26 15:51:53,2.3,5648.86,56683.74,449537.73,0.00,0.00
2024-06-26 15:51:54,5.0,5648.68,56683.74,449537.73,0.00,0.00
2024-06-26 15:51:55,3.2,5648.68,56683.74,449537.73,0.00,0.00
2024-06-26 15:51:56,2.3,5649.43,56683.74,449537.73,0.00,0.00
2024-06-26 15:51:57,1.9,5649.95,56683.74,449537.73,0.00,0.00
2024-06-26 15:51:58,15.9,5649.47,56683.74,449537.73,0.00,0.00
2024-06-26 15:51:59,3.4,5649.98,56683.74,449537.73,0.00,0.00
2024-06-26 15:52:00,3.1,5650.00,56683.74,449537.73,0.00,0.00
2024-06-26 15:52:01,3.8,5649.51,56683.74,449537.73,0.00,0.00
2024-06-26 15:52:02,3.0,5650.02,56683.74,449537.73,0.00,0.00
2024-06-26 15:52:03,3.3,5650.04,56683.75,449537.73,0.00,0.00
2024-06-26 15:52:04,3.1,5649.55,56683.75,449537.73,0.00,0.00
2024-06-26 15:52:05,1.3,5649.80,56683.75,449537.74,0.00,0.00
2024-06-26 15:52:06,1.2,5649.82,56683.75,449537.74,0.00,0.00
2024-06-26 15:52:07,1.6,5649.33,56683.75,449537.74,0.00,0.00
2024-06-26 15:52:08,1.2,5649.89,56683.75,449537.74,0.00,0.00
2024-06-26 15:52:09,1.4,5649.90,56683.75,449537.74,0.00,0.00
2024-06-26 15:52:10,1.4,5649.42,56683.75,449537.74,0.00,0.00
2024-06-26 15:52:11,1.9,5649.93,56683.75,449537.74,0.00,0.00
2024-06-26 15:52:12,1.7,5649.94,56683.75,449537.74,0.00,0.00
2024-06-26 15:52:13,4.2,5650.24,56683.76,449537.74,0.00,0.00
2024-06-26 15:52:14,2.8,5650.75,56683.76,449537.75,0.00,0.00
2024-06-26 15:52:15,1.2,5650.77,56683.76,449537.75,0.00,0.00
2024-06-26 15:52:16,1.2,5650.28,56683.76,449537.75,0.00,0.00
2024-06-26 15:52:17,1.9,5650.27,56683.76,449537.75,0.00,0.00
2024-06-26 15:52:18,1.4,5650.79,56683.76,449537.80,0.00,0.05
2024-06-26 15:52:19,2.7,5654.48,56683.77,449537.80,0.00,0.00
2024-06-26 15:52:20,2.0,5656.69,56683.77,449537.80,0.00,0.00
2024-06-26 15:52:21,2.3,5653.98,56683.77,449537.80,0.00,0.00
2024-06-26 15:52:22,1.4,5651.83,56683.77,449537.80,0.00,0.00
2024-06-26 15:52:23,1.1,5652.15,56683.77,449537.80,0.00,0.00
2024-06-26 15:52:24,1.4,5652.12,56683.77,449537.80,0.00,0.00
2024-06-26 15:52:25,1.2,5651.36,56683.77,449537.80,0.00,0.00
2024-06-26 15:52:26,1.2,5651.61,56683.77,449537.80,0.00,0.00
2024-06-26 15:52:27,1.6,5651.62,56683.77,449537.81,0.00,0.00
2024-06-26 15:52:28,1.8,5651.14,56683.77,449537.85,0.00,0.05
2024-06-26 15:52:29,2.1,5652.42,56683.78,449537.85,0.00,0.00
2024-06-26 15:52:30,2.5,5652.45,56683.78,449537.86,0.00,0.00
2024-06-26 15:52:31,1.7,5651.21,56683.78,449537.86,0.00,0.00
2024-06-26 15:52:32,1.1,5651.72,56683.78,449537.86,0.00,0.00
2024-06-26 15:52:33,15.1,5651.74,56683.78,449537.86,0.00,0.00
2024-06-26 15:52:34,3.9,5651.25,56683.78,449537.86,0.00,0.00
2024-06-26 15:52:35,3.6,5651.50,56683.78,449537.86,0.00,0.00
2024-06-26 15:52:36,3.2,5652.02,56683.78,449537.86,0.00,0.00
2024-06-26 15:52:38,3.9,5652.04,56683.78,449537.86,0.00,0.00
2024-06-26 15:52:39,3.5,5651.54,56683.78,449537.86,0.00,0.00
2024-06-26 15:52:40,4.1,5652.05,56683.78,449537.86,0.00,0.00
2024-06-26 15:52:41,2.5,5652.07,56683.79,449537.86,0.00,0.00
2024-06-26 15:52:42,1.2,5651.58,56683.79,449537.87,0.00,0.00
2024-06-26 15:52:43,1.6,5652.09,56683.79,449537.87,0.00,0.00
2024-06-26 15:52:44,1.6,5652.11,56683.79,449537.87,0.00,0.00
2024-06-26 15:52:45,1.3,5651.62,56683.79,449537.87,0.00,0.00
2024-06-26 15:52:46,1.1,5652.13,56683.79,449537.87,0.00,0.00
2024-06-26 15:52:47,1.9,5652.40,56683.79,449537.87,0.00,0.00
2024-06-26 15:52:48,1.1,5652.18,56683.79,449537.87,0.00,0.00
2024-06-26 15:52:49,1.5,5652.43,56683.79,449537.87,0.00,0.00
2024-06-26 15:52:50,2.2,5652.44,56683.79,449537.87,0.00,0.00
2024-06-26 15:52:51,1.9,5652.21,56683.80,449537.87,0.00,0.00
2024-06-26 15:52:52,1.4,5652.72,56683.80,449537.87,0.00,0.00
2024-06-26 15:52:53,2.0,5652.74,56683.80,449537.88,0.00,0.00
2024-06-26 15:52:54,1.3,5652.25,56683.80,449537.88,0.00,0.00
2024-06-26 15:52:55,1.7,5652.76,56683.80,449537.88,0.00,0.00
2024-06-26 15:52:56,3.2,5652.79,56683.80,449537.88,0.00,0.00
2024-06-26 15:52:57,1.9,5651.42,56683.80,449537.88,0.00,0.00
2024-06-26 15:52:58,1.3,5651.93,56683.80,449537.88,0.00,0.00
2024-06-26 15:52:59,2.7,5651.95,56683.80,449537.88,0.00,0.00
2024-06-26 15:53:00,16.2,5651.46,56683.80,449537.88,0.00,0.00
2024-06-26 15:53:01,3.5,5651.45,56683.80,449537.88,0.00,0.00
2024-06-26 15:53:02,3.4,5651.98,56683.81,449537.88,0.00,0.00
2024-06-26 15:53:03,3.8,5651.50,56683.81,449537.88,0.00,0.00
2024-06-26 15:53:04,3.5,5651.49,56683.81,449537.89,0.00,0.00
2024-06-26 15:53:05,3.9,5652.01,56683.81,449537.89,0.00,0.00
2024-06-26 15:53:06,2.3,5652.02,56683.81,449537.89,0.00,0.00
2024-06-26 15:53:07,1.2,5651.54,56683.81,449537.89,0.00,0.00
2024-06-26 15:53:08,1.3,5651.80,56683.81,449537.89,0.00,0.00
2024-06-26 15:53:09,1.6,5651.81,56683.81,449537.89,0.00,0.00
2024-06-26 15:53:10,1.5,5651.32,56683.81,449537.89,0.00,0.00
2024-06-26 15:53:11,1.4,5651.83,56683.81,449537.89,0.00,0.00
2024-06-26 15:53:12,1.2,5651.85,56683.81,449537.89,0.00,0.00
2024-06-26 15:53:13,1.7,5651.62,56683.82,449537.89,0.00,0.00
2024-06-26 15:53:14,1.3,5652.13,56683.82,449537.90,0.00,0.00
2024-06-26 15:53:15,1.2,5651.41,56683.82,449537.90,0.00,0.00
2024-06-26 15:53:16,1.9,5650.92,56683.82,449537.90,0.00,0.00
2024-06-26 15:53:17,1.3,5651.69,56683.82,449537.90,0.00,0.00
2024-06-26 15:53:18,1.7,5651.70,56683.82,449537.90,0.00,0.00
2024-06-26 15:53:19,2.1,5651.22,56683.82,449537.90,0.00,0.00
2024-06-26 15:53:20,1.3,5651.72,56683.82,449537.90,0.00,0.00
2024-06-26 15:53:21,1.6,5651.74,56683.82,449537.90,0.00,0.00
2024-06-26 15:53:22,1.7,5651.42,56683.82,449537.90,0.00,0.00
2024-06-26 15:53:23,1.6,5651.96,56683.83,449537.90,0.00,0.00
2024-06-26 15:53:24,1.3,5651.97,56683.83,449537.90,0.00,0.00
2024-06-26 15:53:25,2.5,5652.03,56683.83,449537.90,0.00,0.00
2024-06-26 15:53:26,1.7,5656.54,56683.83,449537.91,0.00,0.00
2024-06-26 15:53:27,1.1,5656.63,56683.83,449537.91,0.00,0.00
2024-06-26 15:53:28,1.6,5656.46,56683.83,449537.91,0.00,0.00
2024-06-26 15:53:29,1.8,5656.49,56683.83,449537.91,0.00,0.00
2024-06-26 15:53:30,1.3,5656.75,56683.83,449537.91,0.00,0.00
2024-06-26 15:53:31,1.2,5656.77,56683.83,449537.91,0.00,0.00
2024-06-26 15:53:32,1.4,5656.29,56683.83,449537.91,0.00,0.00
2024-06-26 15:53:33,1.7,5657.09,56683.83,449537.91,0.00,0.00
2024-06-26 15:53:34,1.2,5657.11,56683.83,449537.91,0.00,0.00
2024-06-26 15:53:35,1.2,5656.62,56683.84,449537.91,0.00,0.00
2024-06-26 15:53:36,1.5,5657.13,56683.84,449537.91,0.00,0.00
2024-06-26 15:53:37,1.1,5657.14,56683.84,449537.91,0.00,0.00
2024-06-26 15:53:38,1.2,5656.66,56683.84,449537.92,0.00,0.00
2024-06-26 15:53:39,1.6,5657.17,56683.84,449537.92,0.00,0.00
2024-06-26 15:53:40,1.6,5661.79,56683.84,449537.92,0.00,0.00
2024-06-26 15:53:41,1.2,5661.30,56683.84,449537.92,0.00,0.00
2024-06-26 15:53:42,1.5,5661.84,56683.84,449537.92,0.00,0.00
2024-06-26 15:53:43,1.2,5661.86,56683.84,449537.92,0.00,0.00
2024-06-26 15:53:44,1.5,5661.63,56683.85,449537.92,0.00,0.00
2024-06-26 15:53:45,1.5,5662.24,56683.85,449537.92,0.00,0.00
2024-06-26 15:53:46,1.8,5662.32,56683.85,449537.92,0.00,0.00
2024-06-26 15:53:47,1.2,5661.84,56683.85,449537.93,0.00,0.00
2024-06-26 15:53:48,1.4,5661.83,56683.85,449537.93,0.00,0.00
2024-06-26 15:53:49,2.3,5662.09,56683.85,449537.93,0.00,0.00
2024-06-26 15:53:50,1.6,5662.10,56683.85,449537.93,0.00,0.00
2024-06-26 15:53:51,1.2,5661.62,56683.85,449537.93,0.00,0.00
2024-06-26 15:53:52,1.8,5662.55,56683.85,449537.93,0.00,0.00
2024-06-26 15:53:53,1.1,5662.56,56683.85,449537.93,0.00,0.00
2024-06-26 15:53:54,1.2,5662.07,56683.85,449537.93,0.00,0.00
2024-06-26 15:53:55,1.1,5662.59,56683.86,449537.93,0.00,0.00
2024-06-26 15:53:56,2.0,5662.61,56683.86,449537.93,0.00,0.00
2024-06-26 15:53:57,1.3,5662.12,56683.86,449537.93,0.00,0.00
2024-06-26 15:53:58,1.1,5662.63,56683.86,449537.94,0.00,0.00
2024-06-26 15:53:59,1.8,5661.84,56683.86,449537.94,0.00,0.00
2024-06-26 15:54:00,1.2,5661.36,56683.86,449537.94,0.00,0.00
2024-06-26 15:54:01,1.2,5661.86,56683.86,449537.94,0.00,0.00
2024-06-26 15:54:02,1.8,5661.88,56683.89,449537.96,0.03,0.02
2024-06-26 15:54:03,1.2,5661.15,56683.90,449537.96,0.00,0.00
2024-06-26 15:54:04,1.5,5661.68,56683.90,449537.97,0.00,0.00
2024-06-26 15:54:05,1.2,5661.95,56683.90,449537.97,0.00,0.00
2024-06-26 15:54:06,1.6,5661.64,56683.90,449537.97,0.00,0.00
