Timestamp, CPU Usage (%), Memory Usage (MB), Bytes Sent (MB), Bytes Received (MB), Sent Rate (MB/s), Receive Rate (MB/s)
2024-07-06 11:51:49,4400.7,20787.69,488612.16,1250234.21,89.44,89.44
2024-07-06 11:51:50,1736.8,20791.21,488612.45,1250234.49,0.29,0.28
2024-07-06 11:51:51,4355.999999999999,20793.91,488673.63,1250295.67,61.18,61.18
2024-07-06 11:51:52,4365.399999999999,20792.84,488715.24,1250337.28,41.61,41.61
2024-07-06 11:51:53,4330.8,20793.71,488798.45,1250420.49,83.02,83.02
2024-07-06 11:51:55,4355.5,20800.89,488875.54,1250497.58,77.09,77.09
2024-07-06 11:51:56,4364.999999999999,20796.85,488905.65,1250527.70,30.11,30.12
2024-07-06 11:51:57,4400.399999999999,20800.01,488965.52,1250587.56,59.86,59.86
2024-07-06 11:51:58,4426.099999999999,20800.80,489022.46,1250644.51,56.94,56.94
2024-07-06 11:51:59,4338.0999999999985,20801.03,489100.28,1250722.33,77.82,77.82
2024-07-06 11:52:00,4370.699999999998,20806.58,489252.03,1250874.08,151.62,151.63
2024-07-06 11:52:01,4297.7,20808.64,489315.79,1250937.83,63.76,63.75
2024-07-06 11:52:02,4323.799999999999,20807.91,489335.86,1250957.91,20.07,20.08
2024-07-06 11:52:03,4303.3,20804.89,489357.08,1250979.12,21.21,21.21
2024-07-06 11:52:04,4137.799999999999,20758.84,489388.37,1251010.41,31.29,31.29
2024-07-06 11:52:05,3270.7,20760.30,489410.22,1251032.26,21.85,21.84
2024-07-06 11:52:06,2845.3,20763.73,489447.27,1251069.31,37.05,37.05
2024-07-06 11:52:07,2606.399999999999,20760.07,489513.47,1251135.51,64.02,64.02
2024-07-06 11:52:08,2518.500000000001,20760.35,489546.07,1251168.11,32.60,32.60
2024-07-06 11:52:09,1683.2,20763.73,489598.69,1251220.73,50.81,50.80
2024-07-06 11:52:10,728.5999999999999,20766.62,489598.81,1251220.85,0.12,0.12
2024-07-06 11:52:11,489.4999999999999,20782.54,489598.93,1251220.96,0.11,0.11
2024-07-06 11:52:12,356.2,11853.66,489598.99,1251221.03,0.07,0.07
2024-07-06 11:52:13,97.4,10685.92,489599.10,1251221.13,0.11,0.10
2024-07-06 11:52:14,97.7,10686.67,489599.15,1251221.19,0.06,0.06
2024-07-06 11:52:15,83.30000000000001,10687.11,489599.21,1251221.24,0.05,0.05
2024-07-06 11:52:16,151.50000000000003,10690.91,489599.26,1251221.29,0.05,0.06
2024-07-06 11:52:17,190.3,10686.97,489599.31,1251221.34,0.05,0.05
2024-07-06 11:52:18,314.4,10687.21,489599.38,1251221.41,0.07,0.07
2024-07-06 11:52:19,90.90000000000003,10687.45,489599.43,1251221.47,0.06,0.06
2024-07-06 11:52:20,123.10000000000004,10687.69,489599.49,1251221.53,0.06,0.06
2024-07-06 11:52:21,101.10000000000002,10687.78,489599.55,1251221.59,0.05,0.05
2024-07-06 11:52:22,123.7,10687.22,489599.61,1251221.64,0.06,0.06
2024-07-06 11:52:23,53.9,10687.27,489599.66,1251221.70,0.05,0.05
2024-07-06 11:52:24,143.7,10687.45,489599.91,1251221.95,0.25,0.25
2024-07-06 11:52:25,77.69999999999999,10687.70,489599.96,1251222.00,0.05,0.05
2024-07-06 11:52:26,111.0,10687.73,489600.02,1251222.06,0.06,0.06
2024-07-06 11:52:27,76.6,10687.96,489600.15,1251222.16,0.13,0.11
2024-07-06 11:52:28,298.80000000000007,10688.67,489600.74,1251222.59,0.59,0.43
2024-07-06 11:52:29,70.4,10691.03,489600.79,1251222.64,0.05,0.05
2024-07-06 11:52:30,133.4,10690.13,489600.85,1251222.70,0.06,0.06
2024-07-06 11:52:31,70.5,10690.13,489600.90,1251222.75,0.05,0.05
2024-07-06 11:52:32,150.6,10690.34,489600.96,1251222.81,0.06,0.06
2024-07-06 11:52:33,75.4,10690.60,489601.06,1251222.91,0.10,0.10
2024-07-06 11:52:34,115.30000000000001,10690.75,489601.12,1251222.97,0.06,0.06
2024-07-06 11:52:35,76.70000000000002,10691.10,489601.17,1251223.02,0.05,0.05
2024-07-06 11:52:36,277.50000000000006,10691.41,489601.24,1251223.09,0.06,0.06
2024-07-06 11:52:37,73.6,10690.91,489601.29,1251223.14,0.06,0.05
2024-07-06 11:52:38,116.00000000000003,10691.08,489601.35,1251223.20,0.06,0.06
2024-07-06 11:52:39,73.89999999999998,10690.51,489601.45,1251223.30,0.10,0.10
2024-07-06 11:52:40,244.4,10691.09,489601.51,1251223.36,0.06,0.06
2024-07-06 11:52:41,142.4,10649.46,489601.57,1251223.42,0.05,0.05
2024-07-06 11:52:42,136.0,10649.58,489601.63,1251223.48,0.06,0.06
2024-07-06 11:52:43,61.9,10650.86,489601.68,1251223.53,0.06,0.05
2024-07-06 11:52:44,257.4,10651.62,489601.74,1251223.59,0.06,0.06
2024-07-06 11:52:45,83.1,10651.65,489601.80,1251223.64,0.06,0.06
2024-07-06 11:52:46,115.30000000000001,10653.70,489601.86,1251223.71,0.06,0.06
2024-07-06 11:52:47,74.2,10655.51,489601.92,1251223.76,0.06,0.05
2024-07-06 11:52:48,168.20000000000007,10656.00,489601.98,1251223.82,0.06,0.06
2024-07-06 11:52:49,89.30000000000001,10656.76,489602.08,1251223.92,0.10,0.10
2024-07-06 11:52:50,134.3,10657.73,489602.14,1251223.99,0.06,0.06
2024-07-06 11:52:51,127.90000000000002,10658.36,489602.20,1251224.04,0.06,0.06
2024-07-06 11:52:52,146.20000000000002,10658.30,489602.26,1251224.10,0.06,0.06
2024-07-06 11:52:53,62.49999999999999,10659.77,489602.34,1251224.18,0.08,0.07
2024-07-06 11:52:54,232.40000000000003,10661.79,489602.40,1251224.25,0.07,0.07
2024-07-06 11:52:55,157.70000000000002,10664.79,489602.49,1251224.33,0.08,0.09
2024-07-06 11:52:56,431.4999999999999,10666.93,489602.57,1251224.44,0.09,0.10
2024-07-06 11:52:57,182.3,10643.48,489602.62,1251224.49,0.05,0.05
2024-07-06 11:52:59,281.0,10643.51,489602.73,1251224.60,0.11,0.11
2024-07-06 11:53:00,94.4,10642.48,489602.76,1251224.62,0.03,0.03
2024-07-06 11:53:01,124.3,10643.43,489602.90,1251224.75,0.14,0.13
2024-07-06 11:53:02,70.5,10640.07,489602.93,1251224.77,0.03,0.02
2024-07-06 11:53:03,346.4,10639.66,489603.01,1251224.85,0.08,0.08
2024-07-06 11:53:04,271.79999999999995,10643.11,489603.05,1251224.91,0.04,0.06
2024-07-06 11:53:05,99.9,10643.51,489603.07,1251224.94,0.02,0.02
2024-07-06 11:53:06,103.30000000000001,10642.50,489603.11,1251224.98,0.04,0.04
2024-07-06 11:53:07,63.8,10645.28,489603.14,1251225.00,0.02,0.02
2024-07-06 11:53:08,65.3,10647.52,489603.16,1251225.02,0.02,0.02
2024-07-06 11:53:09,88.2,10648.95,489603.24,1251225.10,0.08,0.08
2024-07-06 11:53:10,73.80000000000001,10649.66,489603.26,1251225.12,0.02,0.02
2024-07-06 11:53:11,103.4,10649.67,489603.35,1251225.20,0.09,0.08
2024-07-06 11:53:12,75.0,10654.62,489603.38,1251225.24,0.04,0.03
2024-07-06 11:53:13,77.1,10656.75,489603.46,1251225.31,0.08,0.08
2024-07-06 11:53:14,99.5,10657.21,489603.49,1251225.35,0.03,0.03
2024-07-06 11:53:15,74.6,10657.30,489603.54,1251225.39,0.04,0.04
2024-07-06 11:53:16,683.6999999999999,10657.67,489603.57,1251225.42,0.03,0.03
2024-07-06 11:53:17,321.5,10700.20,489603.59,1251225.44,0.03,0.03
2024-07-06 11:53:18,351.6,10811.69,489603.62,1251225.46,0.02,0.02
2024-07-06 11:53:19,380.7,10968.24,489603.65,1251225.50,0.04,0.04
2024-07-06 11:53:20,461.09999999999997,11048.00,489603.69,1251225.54,0.04,0.04
2024-07-06 11:53:21,424.49999999999994,11107.01,489603.72,1251225.58,0.03,0.04
2024-07-06 11:53:22,582.7000000000002,11169.27,489603.76,1251225.61,0.04,0.04
2024-07-06 11:53:23,749.1999999999999,11453.34,489603.79,1251225.64,0.02,0.02
2024-07-06 11:53:24,560.1999999999999,11709.55,489604.15,1251226.01,0.37,0.37
2024-07-06 11:53:25,868.2999999999998,11782.21,489604.28,1251226.14,0.13,0.13
2024-07-06 11:53:26,585.4,11915.95,489604.34,1251226.20,0.06,0.06
2024-07-06 11:53:27,311.5,11965.80,489604.37,1251226.22,0.03,0.03
2024-07-06 11:53:28,479.2999999999999,12097.36,489604.40,1251226.25,0.03,0.03
2024-07-06 11:53:29,356.2999999999998,12165.34,489604.42,1251226.28,0.02,0.02
2024-07-06 11:53:30,351.59999999999997,12314.79,489604.45,1251226.30,0.02,0.02
2024-07-06 11:53:31,335.9,12330.76,489604.47,1251226.32,0.02,0.02
2024-07-06 11:53:32,427.70000000000005,12333.48,489604.49,1251226.34,0.02,0.02
2024-07-06 11:53:33,550.2999999999998,12370.78,489604.71,1251226.56,0.22,0.22
2024-07-06 11:53:34,1909.8000000000004,12386.50,489605.05,1251226.90,0.34,0.34
2024-07-06 11:53:35,1247.8999999999996,12622.63,489605.07,1251226.92,0.02,0.02
2024-07-06 11:53:36,1786.8,12660.93,489605.53,1251227.38,0.46,0.46
2024-07-06 11:53:37,1748.0000000000007,12661.04,489758.86,1251380.71,153.33,153.33
2024-07-06 11:53:38,3952.6000000000004,12779.86,490344.26,1251966.11,583.20,583.20
2024-07-06 11:53:39,3873.7999999999997,13788.01,490344.34,1251966.19,0.08,0.08
2024-07-06 11:53:40,1406.6000000000001,16431.86,490344.36,1251966.21,0.02,0.02
2024-07-06 11:53:41,3067.6,17352.21,490344.39,1251966.24,0.03,0.03
2024-07-06 11:53:42,4210.1,19035.92,490344.41,1251966.26,0.02,0.02
2024-07-06 11:53:43,4450.600000000001,19037.89,490344.43,1251966.28,0.02,0.02
2024-07-06 11:53:44,4502.699999999997,19445.54,490344.46,1251966.31,0.03,0.03
2024-07-06 11:53:45,4550.500000000001,20589.46,490344.48,1251966.33,0.02,0.02
2024-07-06 11:53:46,4580.799999999997,21382.81,490344.50,1251966.35,0.02,0.02
2024-07-06 11:53:47,4583.599999999999,22290.23,490344.52,1251966.38,0.02,0.02
2024-07-06 11:53:48,4628.599999999998,23092.38,490344.57,1251966.43,0.05,0.05
2024-07-06 11:53:49,4701.799999999999,23701.02,490344.64,1251966.50,0.07,0.07
2024-07-06 11:53:50,4678.5,24503.52,490344.67,1251966.52,0.02,0.02
2024-07-06 11:53:51,4689.499999999999,25023.66,490344.69,1251966.55,0.03,0.03
2024-07-06 11:53:52,4720.6,25696.75,490344.72,1251966.57,0.02,0.02
2024-07-06 11:53:53,4656.299999999998,26162.25,490344.74,1251966.59,0.02,0.02
2024-07-06 11:53:55,4568.099999999999,26716.79,490540.45,1252162.30,195.71,195.71
2024-07-06 11:53:56,4556.599999999999,27493.53,490774.84,1252396.69,234.39,234.39
2024-07-06 11:53:57,4603.6,28678.14,490845.68,1252467.53,69.95,69.95
2024-07-06 11:53:58,4664.599999999999,30059.29,490845.74,1252467.59,0.05,0.05
2024-07-06 11:53:59,4578.599999999999,30734.84,490845.81,1252467.66,0.08,0.08
2024-07-06 11:54:00,4697.7,32084.39,490845.84,1252467.69,0.03,0.03
2024-07-06 11:54:01,4530.7,32642.21,490846.02,1252467.87,0.18,0.18
2024-07-06 11:54:02,4627.599999999999,32906.84,491115.06,1252736.91,269.04,269.04
2024-07-06 11:54:03,4562.8,33063.54,491258.22,1252880.07,142.50,142.50
2024-07-06 11:54:04,4544.099999999999,33507.06,491529.05,1253150.91,267.99,267.99
2024-07-06 11:54:05,4587.499999999999,33884.29,491571.74,1253193.59,42.18,42.18
2024-07-06 11:54:06,4539.299999999998,34051.75,491571.76,1253193.62,0.02,0.02
2024-07-06 11:54:07,2995.0000000000005,34064.18,491571.79,1253193.64,0.02,0.02
2024-07-06 11:54:08,3466.300000000001,34570.44,491571.88,1253193.74,0.10,0.10
2024-07-06 11:54:09,4746.9,34671.26,491572.03,1253193.88,0.14,0.15
2024-07-06 11:54:10,4730.799999999999,34673.23,491572.50,1253194.39,0.47,0.51
2024-07-06 11:54:11,4688.700000000001,34668.97,491572.95,1253194.87,0.46,0.47
2024-07-06 11:54:12,4718.7,34611.62,491573.39,1253195.32,0.44,0.45
2024-07-06 11:54:13,4694.999999999998,34595.94,491573.74,1253195.69,0.35,0.37
2024-07-06 11:54:14,4677.999999999999,34585.90,491573.81,1253195.76,0.08,0.07
2024-07-06 11:54:15,4757.6,34570.54,491594.74,1253216.68,20.92,20.92
2024-07-06 11:54:16,4647.799999999997,34570.11,491760.13,1253382.08,165.40,165.40
2024-07-06 11:54:17,4659.199999999999,34571.20,491845.11,1253467.05,84.97,84.97
2024-07-06 11:54:18,4509.999999999999,34571.33,491989.79,1253611.73,144.68,144.68
2024-07-06 11:54:19,4616.5,34573.57,492063.06,1253685.00,73.27,73.27
2024-07-06 11:54:20,4505.799999999999,34573.43,492073.26,1253695.20,10.20,10.20
2024-07-06 11:54:21,4590.999999999998,34573.66,492073.33,1253695.27,0.07,0.07
2024-07-06 11:54:22,4415.7,34574.30,492115.58,1253737.52,42.25,42.25
2024-07-06 11:54:23,4264.700000000001,34579.11,492265.91,1253887.85,150.15,150.15
2024-07-06 11:54:24,4379.399999999997,34571.96,492439.52,1254061.46,173.61,173.61
2024-07-06 11:54:25,4536.499999999997,34544.90,492500.74,1254122.64,61.22,61.18
2024-07-06 11:54:26,4484.099999999999,34543.57,492741.79,1254363.53,241.05,240.89
2024-07-06 11:54:28,4592.399999999998,34548.08,492804.87,1254426.61,62.34,62.34
2024-07-06 11:54:29,4625.199999999998,34558.29,492804.99,1254426.73,0.12,0.12
2024-07-06 11:54:30,4663.599999999999,34563.33,492805.04,1254426.78,0.05,0.05
2024-07-06 11:54:31,4748.2,34562.05,492805.09,1254426.82,0.05,0.05
2024-07-06 11:54:32,4692.1,34562.08,492805.14,1254426.87,0.05,0.05
2024-07-06 11:54:33,4681.599999999999,34562.02,492805.19,1254426.92,0.05,0.05
2024-07-06 11:54:34,4716.2,34562.30,492805.29,1254427.02,0.10,0.10
2024-07-06 11:54:35,4722.300000000001,34566.14,492826.79,1254448.51,21.50,21.50
2024-07-06 11:54:36,4682.799999999999,34561.86,492929.95,1254551.69,103.16,103.17
2024-07-06 11:54:37,4718.299999999999,34562.32,493036.75,1254658.49,99.05,99.05
2024-07-06 11:54:38,4592.1,34563.97,493061.68,1254683.41,24.93,24.93
2024-07-06 11:54:39,4697.5,34565.45,493099.95,1254721.68,34.78,34.78
2024-07-06 11:54:40,4546.299999999999,34566.53,493205.76,1254827.49,105.81,105.81
2024-07-06 11:54:41,4659.700000000001,34568.02,493301.01,1254922.75,95.26,95.26
2024-07-06 11:54:42,4510.7,34568.30,493385.81,1255007.54,84.80,84.79
2024-07-06 11:54:43,4660.699999999999,34573.91,493521.60,1255143.32,135.60,135.60
2024-07-06 11:54:44,4474.099999999999,34576.91,493641.44,1255263.16,119.84,119.84
2024-07-06 11:54:45,4609.5,34586.61,493672.16,1255293.87,30.71,30.71
2024-07-06 11:54:46,4516.3,34587.33,493696.33,1255318.04,24.17,24.17
2024-07-06 11:54:47,4494.5,34780.89,493771.49,1255393.20,74.27,74.27
2024-07-06 11:54:48,2131.2,35307.33,493793.13,1255414.84,21.64,21.64
2024-07-06 11:54:49,4620.699999999997,35330.89,494007.62,1255629.33,214.49,214.49
2024-07-06 11:54:50,4698.0,35326.81,494037.91,1255659.62,30.24,30.24
2024-07-06 11:54:51,4607.099999999999,35326.66,494037.94,1255659.65,0.03,0.03
2024-07-06 11:54:52,4710.700000000001,35328.30,494037.97,1255659.67,0.03,0.03
2024-07-06 11:54:53,4734.1,35314.72,494038.00,1255659.70,0.03,0.03
2024-07-06 11:54:54,4673.0,35314.71,494038.03,1255659.73,0.03,0.03
2024-07-06 11:54:55,4696.7,35314.07,494048.66,1255670.36,10.63,10.63
2024-07-06 11:54:56,4654.499999999999,35314.25,494143.67,1255765.36,95.01,95.01
2024-07-06 11:54:57,4730.0999999999985,35313.19,494226.71,1255848.40,83.04,83.04
2024-07-06 11:54:58,4590.9,35313.03,494289.37,1255911.05,62.66,62.65
2024-07-06 11:54:59,4706.399999999998,35315.50,494289.45,1255911.13,0.08,0.08
2024-07-06 11:55:01,4612.4,35315.68,494299.55,1255921.23,10.10,10.10
2024-07-06 11:55:02,4706.999999999999,35314.72,494364.99,1255986.67,65.44,65.44
2024-07-06 11:55:03,4446.1,35314.85,494488.86,1256110.54,123.87,123.87
2024-07-06 11:55:04,4494.299999999999,35325.18,494690.74,1256312.41,201.22,201.22
2024-07-06 11:55:05,4486.5,35337.32,494820.16,1256441.83,129.43,129.42
2024-07-06 11:55:06,4652.199999999999,35333.23,494882.19,1256503.86,61.96,61.97
2024-07-06 11:55:07,4464.699999999999,35333.59,494896.77,1256518.44,14.58,14.58
2024-07-06 11:55:08,4630.499999999999,35327.04,494896.83,1256518.50,0.06,0.06
2024-07-06 11:55:09,4587.099999999999,35326.69,494937.26,1256558.88,40.43,40.38
2024-07-06 11:55:10,4534.900000000001,35332.59,495026.49,1256648.11,89.10,89.10
2024-07-06 11:55:11,4510.499999999998,35329.48,495223.30,1256844.92,196.81,196.81
2024-07-06 11:55:12,4603.5999999999985,35328.97,495261.32,1256882.94,37.31,37.31
2024-07-06 11:55:13,4717.399999999999,35329.33,495261.48,1256883.09,0.16,0.15
2024-07-06 11:55:14,4635.399999999999,35330.31,495261.51,1256883.12,0.03,0.03
2024-07-06 11:55:15,4705.700000000001,35334.49,495272.96,1256894.57,11.45,11.45
2024-07-06 11:55:16,4737.0,35330.05,495336.26,1256957.86,63.29,63.29
2024-07-06 11:55:17,4611.099999999998,35329.98,495430.03,1257051.64,91.63,91.63
2024-07-06 11:55:18,4608.999999999998,35330.57,495472.71,1257094.31,42.68,42.67
2024-07-06 11:55:19,4589.6,35331.35,495512.22,1257133.82,39.51,39.51
2024-07-06 11:55:20,4706.399999999999,35330.91,495512.28,1257133.88,0.06,0.06
2024-07-06 11:55:21,4626.999999999999,35331.17,495512.31,1257133.91,0.03,0.03
2024-07-06 11:55:22,4688.499999999999,35331.32,495574.10,1257195.69,61.79,61.79
2024-07-06 11:55:23,4589.499999999998,35331.18,495770.88,1257392.47,196.78,196.78
2024-07-06 11:55:24,4680.999999999999,35456.40,495942.43,1257564.02,171.55,171.55
2024-07-06 11:55:25,2179.6,35524.43,496017.03,1257638.61,74.53,74.53
2024-07-06 11:55:26,4695.399999999999,35562.36,496096.50,1257718.08,79.47,79.47
2024-07-06 11:55:27,4636.1,35570.41,496125.18,1257746.77,28.69,28.69
2024-07-06 11:55:28,4609.499999999998,35569.68,496125.24,1257746.82,0.06,0.06
2024-07-06 11:55:29,4735.3,35569.40,496140.81,1257762.39,15.57,15.57
2024-07-06 11:55:31,4661.099999999999,35569.56,496191.99,1257813.56,51.18,51.17
2024-07-06 11:55:32,4722.8,35569.99,496276.31,1257897.88,83.30,83.30
2024-07-06 11:55:33,4602.4,35570.03,496426.69,1258048.26,150.38,150.38
2024-07-06 11:55:34,4677.699999999999,35566.39,496462.10,1258083.67,35.41,35.40
2024-07-06 11:55:35,4636.299999999999,35566.55,496486.90,1258108.46,24.21,24.20
2024-07-06 11:55:36,4726.499999999999,35566.64,496529.72,1258151.28,42.82,42.81
